2023-05-25 17:56:35,298 INFO    MainThread:95857 [wandb_setup.py:_flush():76] Current SDK version is 0.15.3
2023-05-25 17:56:35,299 INFO    MainThread:95857 [wandb_setup.py:_flush():76] Configure stats pid to 95857
2023-05-25 17:56:35,299 INFO    MainThread:95857 [wandb_setup.py:_flush():76] Loading settings from /Users/Ruik/.config/wandb/settings
2023-05-25 17:56:35,299 INFO    MainThread:95857 [wandb_setup.py:_flush():76] Loading settings from /Users/Ruik/CompterScience/条码二维码/YOLOv5-Lite-master/wandb/settings
2023-05-25 17:56:35,299 INFO    MainThread:95857 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2023-05-25 17:56:35,299 INFO    MainThread:95857 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2023-05-25 17:56:35,299 INFO    MainThread:95857 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program_relpath': 'train.py', 'program': 'train.py'}
2023-05-25 17:56:35,299 INFO    MainThread:95857 [wandb_setup.py:_flush():76] Applying login settings: {'mode': 'offline'}
2023-05-25 17:56:35,299 INFO    MainThread:95857 [wandb_init.py:_log_setup():507] Logging user logs to /Users/Ruik/CompterScience/条码二维码/YOLOv5-Lite-master/wandb/offline-run-20230525_175635-mv92z9c2/logs/debug.log
2023-05-25 17:56:35,299 INFO    MainThread:95857 [wandb_init.py:_log_setup():508] Logging internal logs to /Users/Ruik/CompterScience/条码二维码/YOLOv5-Lite-master/wandb/offline-run-20230525_175635-mv92z9c2/logs/debug-internal.log
2023-05-25 17:56:35,301 INFO    MainThread:95857 [wandb_init.py:init():547] calling init triggers
2023-05-25 17:56:35,301 INFO    MainThread:95857 [wandb_init.py:init():555] wandb.init called with sweep_config: {}
config: {'weights': 'v5lite-e.pt', 'cfg': './models/v5lite-e.yaml', 'data': './data/mydataset.yaml', 'hyp': {'lr0': 0.001, 'lrf': 0.2, 'momentum': 0.937, 'weight_decay': 0.0005, 'warmup_epochs': 3.0, 'warmup_momentum': 0.8, 'warmup_bias_lr': 0.1, 'box': 0.05, 'cls': 0.5, 'cls_pw': 1.0, 'obj': 1.0, 'obj_pw': 1.0, 'iou_t': 0.2, 'anchor_t': 4.0, 'fl_gamma': 0.0, 'hsv_h': 0.015, 'hsv_s': 0.7, 'hsv_v': 0.4, 'degrees': 0.0, 'translate': 0.1, 'scale': 0.5, 'shear': 0.0, 'perspective': 0.0, 'flipud': 0.0, 'fliplr': 0.5, 'mosaic': 0.2, 'mixup': 0.0}, 'epochs': 40, 'batch_size': 2, 'img_size': [640, 640], 'rect': False, 'resume': False, 'nosave': False, 'notest': False, 'noautoanchor': False, 'evolve': False, 'bucket': '', 'cache_images': False, 'images_weights': False, 'device': '0', 'multi_scale': False, 'single_cls': False, 'adam': False, 'sync_bn': False, 'local_rank': -1, 'workers': 8, 'project': 'runs/train', 'entity': None, 'name': 'exp', 'exist_ok': False, 'quad': False, 'linear_lr': False, 'label_smoothing': 0.0, 'upload_dataset': False, 'bbox_interval': -1, 'save_period': -1, 'artifact_alias': 'latest', 'world_size': 1, 'global_rank': -1, 'save_dir': 'runs/train/exp41', 'total_batch_size': 2}
2023-05-25 17:56:35,301 INFO    MainThread:95857 [wandb_init.py:init():596] starting backend
2023-05-25 17:56:35,301 INFO    MainThread:95857 [wandb_init.py:init():600] setting up manager
2023-05-25 17:56:35,314 INFO    MainThread:95857 [backend.py:_multiprocessing_setup():108] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2023-05-25 17:56:35,325 INFO    MainThread:95857 [wandb_init.py:init():606] backend started and connected
2023-05-25 17:56:35,347 INFO    MainThread:95857 [wandb_init.py:init():700] updated telemetry
2023-05-25 17:56:35,349 INFO    MainThread:95857 [wandb_init.py:init():787] starting run threads in backend
2023-05-25 17:56:37,766 INFO    MainThread:95857 [wandb_run.py:_console_start():2158] atexit reg
2023-05-25 17:56:37,767 INFO    MainThread:95857 [wandb_run.py:_redirect():2013] redirect: SettingsConsole.WRAP_RAW
2023-05-25 17:56:37,767 INFO    MainThread:95857 [wandb_run.py:_redirect():2078] Wrapping output streams.
2023-05-25 17:56:37,767 INFO    MainThread:95857 [wandb_run.py:_redirect():2103] Redirects installed.
2023-05-25 17:56:37,768 INFO    MainThread:95857 [wandb_init.py:init():829] run started, returning control to user process
2023-05-25 17:56:37,769 INFO    MainThread:95857 [wandb_config.py:__setitem__():151] config set opt = {'weights': 'v5lite-e.pt', 'cfg': './models/v5lite-e.yaml', 'data': './data/mydataset.yaml', 'hyp': {'lr0': 0.001, 'lrf': 0.2, 'momentum': 0.937, 'weight_decay': 0.0005, 'warmup_epochs': 3.0, 'warmup_momentum': 0.8, 'warmup_bias_lr': 0.1, 'box': 0.05, 'cls': 0.5, 'cls_pw': 1.0, 'obj': 1.0, 'obj_pw': 1.0, 'iou_t': 0.2, 'anchor_t': 4.0, 'fl_gamma': 0.0, 'hsv_h': 0.015, 'hsv_s': 0.7, 'hsv_v': 0.4, 'degrees': 0.0, 'translate': 0.1, 'scale': 0.5, 'shear': 0.0, 'perspective': 0.0, 'flipud': 0.0, 'fliplr': 0.5, 'mosaic': 0.2, 'mixup': 0.0}, 'epochs': 40, 'batch_size': 2, 'img_size': [640, 640], 'rect': False, 'resume': False, 'nosave': False, 'notest': False, 'noautoanchor': False, 'evolve': False, 'bucket': '', 'cache_images': False, 'images_weights': False, 'device': '0', 'multi_scale': False, 'single_cls': False, 'adam': False, 'sync_bn': False, 'local_rank': -1, 'workers': 8, 'project': 'runs/train', 'entity': None, 'name': 'exp', 'exist_ok': False, 'quad': False, 'linear_lr': False, 'label_smoothing': 0.0, 'upload_dataset': False, 'bbox_interval': -1, 'save_period': -1, 'artifact_alias': 'latest', 'world_size': 1, 'global_rank': -1, 'save_dir': 'runs/train/exp41', 'total_batch_size': 2} - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x7f988dc30cc0>>
2023-05-25 17:56:37,769 INFO    MainThread:95857 [wandb_run.py:_config_callback():1286] config_cb opt {'weights': 'v5lite-e.pt', 'cfg': './models/v5lite-e.yaml', 'data': './data/mydataset.yaml', 'hyp': {'lr0': 0.001, 'lrf': 0.2, 'momentum': 0.937, 'weight_decay': 0.0005, 'warmup_epochs': 3.0, 'warmup_momentum': 0.8, 'warmup_bias_lr': 0.1, 'box': 0.05, 'cls': 0.5, 'cls_pw': 1.0, 'obj': 1.0, 'obj_pw': 1.0, 'iou_t': 0.2, 'anchor_t': 4.0, 'fl_gamma': 0.0, 'hsv_h': 0.015, 'hsv_s': 0.7, 'hsv_v': 0.4, 'degrees': 0.0, 'translate': 0.1, 'scale': 0.5, 'shear': 0.0, 'perspective': 0.0, 'flipud': 0.0, 'fliplr': 0.5, 'mosaic': 0.2, 'mixup': 0.0}, 'epochs': 40, 'batch_size': 2, 'img_size': [640, 640], 'rect': False, 'resume': False, 'nosave': False, 'notest': False, 'noautoanchor': False, 'evolve': False, 'bucket': '', 'cache_images': False, 'images_weights': False, 'device': '0', 'multi_scale': False, 'single_cls': False, 'adam': False, 'sync_bn': False, 'local_rank': -1, 'workers': 8, 'project': 'runs/train', 'entity': None, 'name': 'exp', 'exist_ok': False, 'quad': False, 'linear_lr': False, 'label_smoothing': 0.0, 'upload_dataset': False, 'bbox_interval': -1, 'save_period': -1, 'artifact_alias': 'latest', 'world_size': 1, 'global_rank': -1, 'save_dir': 'runs/train/exp41', 'total_batch_size': 2} None
2023-05-25 17:56:37,770 INFO    MainThread:95857 [wandb_config.py:__setitem__():151] config set data_dict = {'train': '../dataset/train/images/', 'val': '../dataset/train/images/', 'nc': 2, 'names': ['qrcode', 'barcode']} - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x7f988dc30cc0>>
2023-05-25 17:56:37,770 INFO    MainThread:95857 [wandb_run.py:_config_callback():1286] config_cb data_dict {'train': '../dataset/train/images/', 'val': '../dataset/train/images/', 'nc': 2, 'names': ['qrcode', 'barcode']} None
2023-05-25 17:56:39,343 WARNING MsgRouterThr:95857 [router.py:message_loop():77] message_loop has been closed
